"tconst","averagerating","numvotes"
"tt3728304","4.6000","5"
"tt3728480","8.4000","12"
"tt3729034","5.7000","64"
"tt3730064","5.7000","7"
"tt3730162","6.8000","58"
"tt3732252","6.9000","794"
"tt3733678","5.9000","375"
"tt3741542","7.3000","6"
"tt3742654","8.3000","15"
"tt3742962","7.3000","14"
"tt3747482","6.0000","7"
"tt3748186","4.4000","76"
"tt3748540","3.9000","267"
"tt3754576","6.2000","5"
"tt3756046","6.7000","545"
"tt3761504","6.3000","189"
"tt3762674","5.5000","22"
"tt3767682","7.8000","152"
"tt3772902","5.1000","26"
"tt3774466","6.4000","13572"
"tt3779782","7.3000","65"
"tt3784222","6.5000","1306"
"tt3793054","7.6000","9"
"tt3793864","9.2000","40"
"tt3794212","8.6000","14"
"tt3798522","7.2000","32"
"tt3800576","4.9000","110"
"tt3801314","8.0000","15620"
"tt3801372","5.9000","396"
"tt3801474","7.7000","90"
"tt3806820","4.2000","17"
"tt3811980","8.6000","7"
"tt3814486","7.1000","1414"
"tt3819610","3.8000","17"
"tt3822666","8.4000","8"
"tt3822858","6.0000","77"
"tt3823116","5.9000","1243"
"tt3824442","7.1000","381"
"tt3826628","6.2000","216"
"tt3828096","8.2000","5"
"tt3829278","8.0000","24"
"tt3830032","5.4000","31"
"tt3831696","4.8000","20"
"tt3837154","6.6000","542"
"tt3837184","6.7000","47"
"tt3839142","8.5000","22"
"tt3839344","5.0000","5"
"tt3839478","5.4000","21"
"tt3842486","6.3000","16"
"tt3845670","6.1000","3316"
"tt3846182","5.6000","19"
"tt3851412","4.2000","208"
"tt3852436","6.3000","169"
"tt3853946","5.6000","57"
"tt3857092","4.8000","145"
"tt3858454","5.3000","114"
"tt3861802","6.2000","133"
"tt3868150","7.4000","231"
"tt3872778","7.7000","2031"
"tt3874690","7.7000","15"
"tt3875598","8.8000","10"
"tt3885676","3.7000","58"
"tt3886444","4.1000","1050"
"tt3887462","8.3000","15"
"tt3889652","5.5000","11"
"tt3894344","7.4000","1813"
"tt3899706","3.9000","580"
"tt3899932","7.6000","1825"
"tt3901260","6.6000","44"
"tt3902570","5.3000","6"
"tt3908356","6.6000","5"
"tt3915368","8.4000","29"
"tt3916100","6.4000","250"
"tt3918748","5.6000","14"
"tt3922852","7.8000","18"
"tt3949648","5.7000","43"
"tt3950488","3.8000","189"
"tt3952538","7.3000","7"
"tt3956322","4.3000","34"
"tt3956722","6.2000","80"
"tt3961160","5.4000","27"
"tt3962184","7.3000","1890"
"tt3963170","4.3000","218"
"tt3968634","8.3000","10"
"tt3971944","7.5000","659"
"tt3971968","6.9000","11"
"tt3973656","6.3000","111"
"tt3978318","3.0000","34"
"tt3982118","6.4000","158"
"tt3982492","5.7000","33"
"tt3982912","8.0000","59"
"tt3983266","6.8000","2515"
"tt3983642","7.6000","28"
"tt3984016","2.8000","48"
"tt3985572","5.7000","385"
"tt3995766","3.8000","157"
"tt3999750","5.8000","5"
"tt4002210","7.6000","26"
"tt4003748","8.4000","5"
"tt4006968","8.7000","7"
"tt4007068","5.6000","187"
"tt4012968","5.2000","10"
"tt4019666","4.8000","93"
"tt4024368","4.5000","143"
"tt4025514","7.4000","14872"
"tt4038414","7.1000","98"
"tt4038520","9.1000","7"
"tt4038670","5.3000","565"
"tt4040632","7.2000","10"
"tt4042834","6.8000","39"
"tt4045448","7.5000","13"
"tt4052016","5.3000","168"
"tt4052050","5.2000","4545"
"tt4057142","6.3000","49"
"tt4057602","4.0000","6"
"tt4058298","7.4000","9"
"tt4060054","4.0000","26"
"tt4067684","5.5000","36"
"tt4072296","8.2000","37"
"tt4072418","6.9000","236"
"tt4073936","7.2000","8"
"tt4074652","6.4000","291"
"tt4074698","4.8000","151"
"tt4075322","4.5000","825"
"tt4076916","5.3000","217"
"tt4077386","8.2000","6"
"tt4077548","5.3000","62"
"tt4082370","7.8000","26"
"tt4088204","8.1000","17"
"tt4092288","5.1000","19"
"tt4094874","7.8000","9"
"tt4095942","6.6000","379"
"tt4104950","7.0000","8"
"tt4116316","8.2000","5"
"tt4117094","5.5000","362"
"tt4121564","4.2000","20"
"tt4130418","8.4000","2396"
"tt4135326","6.0000","211"
"tt4136268","4.9000","15"
"tt4138428","5.2000","6"
"tt4142204","7.1000","11"
"tt4142762","8.1000","13"
"tt4144034","6.1000","84"
"tt4145836","2.6000","371"
"tt4146350","5.5000","122"
"tt4149350","7.5000","11"
"tt4149802","2.9000","257"
"tt4150316","5.9000","63"
"tt4158922","2.1000","18"
"tt4160794","7.7000","27"
"tt4162132","3.6000","101"
"tt4170344","7.3000","1132"
"tt4172146","5.6000","1012"
"tt4172482","8.9000","9"
"tt4176764","4.6000","134"
"tt4181732","4.3000","16"
"tt4183910","4.1000","183"
"tt4185862","5.6000","435"
"tt4190962","7.1000","8"
"tt4191486","5.7000","82"
"tt4193180","5.8000","10"
"tt4193216","6.0000","224"
"tt4196776","6.6000","190596"
"tt4200556","7.9000","7"
"tt4201948","6.6000","8"
"tt4203228","7.1000","7"
"tt4206558","7.3000","9"
"tt4213758","5.3000","273"
"tt4218058","7.6000","14"
"tt4226388","7.7000","44921"
"tt4226478","6.8000","9"
"tt4246818","5.1000","607"
"tt4247046","4.3000","115"
"tt4254756","7.2000","43"
"tt4255252","2.1000","100"
"tt4258716","4.2000","8"
"tt4262174","6.0000","2513"
"tt4266030","8.0000","5"
"tt4266638","7.2000","5917"
"tt4266660","7.1000","182"
"tt4270602","7.4000","27"
"tt4271724","4.0000","22"
"tt4277250","6.6000","78"
"tt4277526","7.0000","5"
"tt4278760","5.5000","19"
"tt4282396","7.4000","689"
"tt4287610","6.5000","426"
"tt4288532","4.2000","24"
"tt4289298","4.9000","235"
"tt4291578","7.3000","7"
"tt4293648","8.4000","26"
"tt4301600","4.8000","21"
"tt4302740","5.7000","742"
"tt4307948","6.3000","358"
"tt4310772","4.6000","895"
"tt4314120","8.2000","5"
"tt4315528","7.2000","9"
"tt4316484","8.6000","7"
"tt4317600","6.3000","33"
"tt4322004","5.9000","62"
"tt4322064","6.6000","7"
"tt4324048","4.4000","17"
"tt4328756","7.3000","1034"
"tt4328934","7.6000","1090"
"tt4329242","6.5000","31"
"tt4329806","3.3000","888"
"tt4340694","4.7000","126"
"tt4341560","8.1000","52"
"tt4341864","6.2000","557"
"tt4345626","8.2000","6"
"tt4355080","4.9000","7"
"tt4363984","8.4000","32"
"tt4368098","3.5000","728"
"tt4370358","6.1000","197"
"tt4374044","6.4000","31"
"tt4384456","3.9000","72"
"tt4387732","6.4000","42"
"tt4391742","3.6000","13"
"tt4393036","6.8000","13"
"tt4406572","6.5000","41"
"tt4412240","6.6000","70"
"tt4415410","6.2000","109"
"tt4415976","7.5000","6"
"tt4419022","7.9000","9"
"tt4421572","4.9000","14"
"tt4430294","7.1000","44"
"tt4433886","6.2000","18"
"tt4437830","7.6000","24"
"tt4440776","7.7000","38"
"tt4449798","7.0000","15"
"tt4457820","5.5000","418"
"tt4459890","4.1000","67"
"tt4460238","2.2000","51"
"tt4465438","3.1000","168"
"tt4470016","7.8000","34"
"tt4472486","7.2000","27"
"tt4482858","6.4000","367"
"tt4494230","6.3000","209"
"tt4496588","5.3000","83"
"tt4501084","8.1000","19"
"tt4501276","5.5000","152"
"tt4503600","5.2000","5"
"tt4504638","6.8000","8"
"tt4511200","6.7000","4758"
"tt4511786","7.1000","20"
"tt4513110","5.2000","6"
"tt4514084","8.3000","84"
"tt4514660","3.4000","147"
"tt4515200","5.7000","34"
"tt4522274","7.6000","12"
"tt4523512","7.7000","7"
"tt4526922","8.8000","43"
"tt4528606","7.8000","36"
"tt4531412","6.8000","258"
"tt4531764","6.3000","10"
"tt4534160","4.6000","7"
"tt4539364","4.1000","15"
"tt4552384","8.4000","15"
"tt4560926","3.5000","109"
"tt4563460","3.0000","78"
"tt4567694","6.4000","17"
"tt4569938","7.2000","14"
"tt4571278","5.2000","49"
"tt4575844","6.9000","9"
"tt4576040","7.3000","6"
"tt4577050","7.5000","71"
"tt4578118","4.8000","5240"
"tt4578920","4.1000","345"
"tt4580022","5.1000","54"
"tt4581032","5.3000","76"
"tt4581734","6.2000","28"
"tt4591234","7.0000","25"
"tt4591840","5.4000","757"
"tt4596408","7.2000","243"
"tt4597234","7.2000","44"
"tt4598764","7.2000","17"
"tt4607822","8.3000","6"
"tt4621016","7.4000","1750"
"tt4621472","7.1000","44"
"tt4624258","6.1000","781"
"tt4625196","8.2000","398"
"tt4641230","8.7000","6"
"tt4642372","7.6000","7"
"tt4644144","6.2000","23"
"tt4649558","7.2000","8"
"tt4649856","7.0000","54"
"tt4652164","5.4000","595"
"tt4654184","7.5000","390"
"tt4654328","6.1000","786"
"tt4654760","5.4000","34"
"tt4655630","3.7000","710"
"tt4658482","7.9000","7"
"tt4662238","6.1000","15"
"tt4662396","6.9000","2486"
"tt4666732","5.9000","41"
"tt4667084","5.4000","569"
"tt4669986","7.0000","28079"
"tt4673872","5.7000","123"
"tt4675996","5.5000","21"
"tt4676508","6.6000","362"
"tt4677128","7.7000","161"
"tt4678184","3.9000","701"
"tt4686666","3.0000","12"
"tt4689268","8.6000","515"
"tt4693358","6.3000","10920"
"tt4693612","6.4000","2108"
"tt4695056","8.0000","8"
"tt4695434","5.6000","234"
"tt4698760","8.3000","18"
"tt4699254","7.8000","763"
"tt4700230","7.6000","34"
"tt4700248","6.4000","162"
"tt4701906","6.0000","97"
"tt4710684","7.4000","9"
"tt4717644","6.3000","264"
"tt4720520","8.9000","8"
"tt4720736","7.5000","59"
"tt4727128","5.8000","130"
"tt4729794","6.6000","193"
"tt4736162","7.8000","23"
"tt4737992","5.5000","426"
"tt4742102","8.6000","59"
"tt4755444","4.6000","18"
"tt4762630","5.2000","37"
"tt4765902","5.7000","15"
"tt4776998","6.1000","164555"
"tt4788802","6.8000","9"
"tt4792856","7.4000","25"
"tt4796556","6.4000","33"
"tt4797436","5.0000","1836"
"tt4801682","5.5000","67"
"tt4806012","4.6000","1504"
"tt4806750","8.0000","5"
"tt4814444","1.4000","7"
"tt4820312","2.4000","1121"
"tt4820418","5.6000","48"
"tt4822652","8.8000","5"
"tt4827246","7.2000","5"
"tt4832664","5.8000","5"
"tt4833838","8.2000","5"
"tt4834762","6.7000","750"
"tt4835558","6.0000","75"
"tt4835926","6.5000","164"
"tt4840096","6.2000","398"
"tt4841640","5.0000","136"
"tt4847546","4.9000","653"
"tt4848520","7.0000","26"
"tt4862190","8.2000","117"
"tt4870924","6.5000","25"
"tt4872210","7.3000","260"
"tt4872362","5.6000","5"
"tt4885016","7.9000","189"
"tt4885700","8.4000","8"
"tt4887028","3.4000","191"
"tt4888138","3.6000","5"
"tt4888898","6.3000","11"
"tt4889648","5.9000","8"
"tt4891240","5.5000","11"
"tt4906984","5.8000","4797"
"tt4908764","4.0000","463"
"tt4920130","5.8000","345"
"tt4922008","7.5000","93"
"tt4925050","9.2000","6"
"tt4932720","8.4000","105"
"tt4935282","5.8000","329"
"tt4939496","6.3000","32"
"tt4939848","6.9000","56"
"tt4943706","5.8000","337"
"tt4944240","10.0000","5"
"tt4950110","5.9000","2778"
"tt4952376","7.5000","61"
"tt4957780","6.1000","13"
"tt4959548","5.1000","702"
"tt4976628","5.3000","62"
"tt4981752","6.4000","101"
"tt4982356","6.5000","222"
"tt4984868","5.5000","219"
"tt4987462","8.1000","13"
"tt4991652","5.0000","882"
"tt4991900","3.2000","6"
"tt4997108","6.7000","121"
"tt5001706","6.4000","5"
"tt5004766","7.3000","1481"
"tt5004890","2.4000","5"
"tt5005752","6.3000","7"
"tt5007774","5.6000","141"
"tt5011626","6.0000","109"
"tt5016028","7.0000","312"
"tt5022424","6.3000","525"
"tt5024048","4.1000","76"
"tt5032470","6.7000","6"
"tt5032818","4.7000","330"
"tt5037288","7.8000","113"
"tt5046504","5.6000","393"
"tt5047788","8.7000","32"
"tt5048580","6.1000","195"
"tt5048716","5.5000","152"
"tt5049416","7.2000","11"
"tt5049636","6.2000","983"
"tt5050342","7.3000","55"
"tt5052448","7.7000","400474"
"tt5057582","8.8000","6"
"tt5058114","7.2000","486"
"tt5065522","6.0000","6"
"tt5068856","6.5000","11"
"tt5072406","6.2000","841"
"tt5073518","6.9000","22"
"tt5078188","5.2000","1289"
"tt5078886","5.9000","1630"
"tt5085588","6.7000","67"
"tt5093984","6.5000","31"
"tt5094682","5.5000","18"
"tt5104902","8.2000","14"
"tt5104924","8.2000","13"
"tt5108444","7.3000","73"
"tt5117030","8.8000","13"
"tt5121816","6.3000","17037"
"tt5122222","8.9000","15"
"tt5127406","7.9000","17"
"tt5127878","7.1000","33"
"tt5128000","6.3000","9"
"tt5129304","6.9000","9"
"tt5130764","8.2000","13"
"tt5134866","5.6000","12"
"tt5137380","8.1000","2399"
"tt5139936","7.4000","70"
"tt5141150","8.5000","23"
"tt5143736","3.9000","10"
"tt5145366","7.0000","24"
"tt5146612","6.0000","60"
"tt5151662","7.8000","86"
"tt5154466","3.7000","2232"
"tt5162458","6.0000","6"
"tt5167122","6.7000","48"
"tt5173000","7.3000","137"
"tt5174992","7.7000","21"
"tt5175274","7.2000","195"
"tt5175636","5.6000","186"
"tt5180120","7.7000","33"
"tt5180888","5.7000","485"
"tt5181502","1.8000","23"
"tt5181834","4.6000","152"
"tt5182656","7.9000","37"
"tt5187886","6.0000","2015"
"tt5203428","7.8000","26"
"tt5206170","5.7000","289"
"tt5207964","5.6000","17"
"tt5208682","8.3000","9"
"tt5214744","6.0000","38"
"tt5221208","6.1000","33"
"tt5226436","7.1000","1174"
"tt5237304","7.5000","11"
"tt5240110","7.1000","98"
"tt5242684","3.1000","666"
"tt5242754","1.7000","27"
"tt5255524","5.1000","2489"
"tt5259120","6.6000","13"
"tt5260026","4.8000","189"
"tt5263116","7.0000","1501"
"tt5268348","6.4000","1918"
"tt5269988","5.1000","7"
"tt5271794","6.7000","223"
"tt5273332","9.0000","14"
"tt5273990","9.2000","23"
"tt5280238","6.2000","5"
"tt5287856","5.7000","19"
"tt5290794","7.0000","194"
"tt5291792","5.8000","1206"
"tt5294198","5.8000","4159"
"tt5294522","8.3000","43"
"tt5296936","7.7000","187"
"tt5301558","7.1000","28"
"tt5302258","7.5000","11"
"tt5306492","6.5000","11"
"tt5320518","6.5000","352"
"tt5321272","5.8000","172"
"tt5324464","6.2000","6"
"tt5325030","4.3000","89"
"tt5329578","8.3000","6"
"tt5329934","8.1000","15"
"tt5331142","6.0000","110"
"tt5331358","6.0000","7"
"tt5332502","5.7000","1207"
"tt5333700","3.6000","24"
"tt5335982","5.9000","7"
"tt5337444","7.9000","14"
"tt5345888","7.3000","30"
"tt5350358","6.2000","720"
"tt5357790","8.7000","18"
"tt5359048","4.3000","54"
"tt5376556","9.0000","10"
"tt5389636","4.5000","12"
"tt5390246","4.1000","420"
"tt5396872","5.2000","68"
"tt5425264","6.2000","948"
"tt5431044","6.9000","23"
"tt5432114","4.3000","584"
"tt5437148","6.0000","149"
"tt5442230","8.2000","5"
"tt5445056","5.0000","12"
"tt5451118","7.6000","2787"
"tt5454690","5.6000","39"
"tt5455426","5.6000","152"
"tt5459382","6.7000","405"
"tt5460522","5.5000","589"
"tt5460858","6.5000","1200"
"tt5463152","5.9000","1880"
"tt5463608","6.5000","13"
"tt5470476","8.6000","5"
"tt5471272","6.5000","196"
"tt5475002","6.4000","184"
"tt5481404","4.8000","2256"
"tt5482362","9.1000","68"
"tt5491574","4.3000","18"
"tt5504810","4.6000","264"
"tt5505334","6.4000","209"
"tt5507208","6.9000","7"
"tt5508108","6.9000","36"
"tt5512842","6.5000","16"
"tt5515896","6.8000","5"
"tt5518128","4.4000","705"
"tt5518902","4.9000","266"
"tt5531032","4.6000","730"
"tt5537132","6.9000","15"
"tt5538118","7.9000","504"
"tt5539408","7.0000","19"
"tt5562066","4.7000","86"
"tt5573960","8.2000","16"
"tt5575342","5.8000","8"
"tt5576028","7.6000","5"
"tt5580536","4.0000","3513"
"tt5580778","8.1000","30"
"tt5583930","4.2000","230"
"tt5585900","3.8000","63"
"tt5593008","6.5000","93"
"tt5594968","6.0000","12"
"tt5596962","5.0000","21"
"tt5598100","7.3000","1417"
"tt5599970","7.4000","16"
"tt5601210","9.0000","5"
"tt5604902","5.4000","151"
"tt5605728","6.5000","71"
"tt5610972","8.5000","6"
"tt5611416","5.5000","59"
"tt5611824","6.6000","38"
"tt5611946","6.2000","23"
"tt5618318","9.6000","29"
"tt5628684","6.6000","7"
"tt5637514","6.4000","15"
"tt5642856","5.7000","90"
"tt5644478","8.0000","15"
"tt5645932","5.6000","265"
"tt5648188","3.3000","10"
"tt5651952","5.5000","33"
"tt5652068","8.0000","5"
"tt5656126","2.5000","177"
"tt5663682","6.2000","205"
"tt5663964","6.3000","29"
"tt5667296","7.0000","106"
"tt5670364","7.5000","39"
"tt5684262","5.9000","365"
"tt5687414","7.4000","160"
"tt5689068","4.7000","8837"
"tt5691084","6.2000","854"
"tt5699126","6.4000","5"
"tt5699652","5.7000","20"
"tt5700626","4.8000","113"
"tt5716736","6.2000","6"
"tt5718046","5.0000","388"
"tt5724544","4.5000","6"
"tt5741008","5.7000","15"
"tt5742874","4.9000","1638"
"tt5743588","7.1000","36"
"tt5762006","8.9000","21"
"tt5767182","4.1000","713"
"tt5769080","8.4000","23"
"tt5772716","7.1000","7"
"tt5773882","5.8000","783"
"tt5777328","7.8000","13"
"tt5782040","4.3000","125"
"tt5785990","6.3000","23"
"tt5789310","4.6000","192"
"tt5798330","3.9000","114"
"tt5810122","4.4000","1170"
"tt5810368","3.5000","865"
"tt5811338","6.7000","66"
"tt5813366","5.2000","6346"
"tt5818818","7.0000","1729"
"tt5819548","9.0000","6"
"tt5820466","7.4000","185"
"tt5820916","6.3000","21"
"tt5821344","6.9000","11"
"tt5831668","3.3000","21"
"tt5834760","6.2000","10956"
"tt5839938","6.3000","244"
"tt5842772","8.0000","62"
"tt5843792","7.3000","29"
"tt5849562","8.9000","10"
"tt5856594","2.4000","152"
"tt5857818","4.3000","16"
"tt5857836","7.2000","23"
"tt5857968","7.8000","1178"
"tt5862688","6.8000","5"
"tt5867416","7.8000","23"
"tt5867600","7.8000","5"
"tt5874502","7.6000","527"
"tt5878952","4.5000","41"
"tt5881892","5.9000","63"
"tt5887262","3.5000","11"
"tt5890674","7.5000","12"
"tt5891492","8.1000","83"
"tt5891642","6.4000","38"
"tt5894530","8.9000","20"
"tt5897302","5.9000","32"
"tt5898034","5.7000","392"
"tt5910280","6.9000","5516"
"tt5912172","4.1000","28"
"tt5920168","8.2000","6"
"tt5922386","8.1000","10"
"tt5928448","8.2000","107"
"tt5929890","7.6000","603"
"tt5933560","5.5000","1443"
"tt5934126","5.8000","213"
"tt5938234","6.1000","66"
"tt5938508","6.8000","6"
"tt5939770","6.3000","252"
"tt5951522","7.5000","17"
"tt5959698","5.9000","129"
"tt5963908","9.0000","74"
"tt5964412","5.2000","32"
"tt5969618","6.6000","5"
"tt5973508","5.8000","72"
"tt5980232","5.6000","983"
"tt5983262","7.1000","433"
"tt5988222","7.3000","33"
"tt5991264","6.8000","21"
"tt5994668","6.4000","5"
"tt5998246","3.8000","9"
"tt5999382","5.7000","723"
"tt5999770","7.0000","441"
"tt6003786","9.2000","17"
"tt6005632","6.2000","42"
"tt6006696","6.8000","75"
"tt6007076","7.6000","12"
"tt6009140","6.2000","2292"
"tt6010530","8.7000","16"
"tt6017926","3.8000","521"
"tt6018556","7.9000","13"
"tt6019978","6.3000","15"
"tt6029216","2.0000","113"
"tt6031674","9.0000","10"
"tt6032718","5.2000","57"
"tt6033008","6.2000","13"
"tt6036204","6.7000","6"
"tt6041330","7.5000","36"
"tt6041458","5.4000","635"
"tt6047658","8.4000","5"
"tt6048930","5.4000","14162"
"tt6051328","6.2000","32"
"tt6066538","7.0000","133"
"tt6069162","4.4000","769"
"tt6072460","4.1000","9"
"tt6072662","5.6000","110"
"tt6083230","6.9000","921"
"tt6085984","8.6000","18"
"tt6086714","4.3000","87"
"tt6090088","7.4000","8"
"tt6090268","6.5000","356"
"tt6096170","5.8000","41"
"tt6096490","7.1000","10"
"tt6096780","8.6000","8"
"tt6096948","6.0000","341"
"tt6098518","8.2000","6"
"tt6100478","6.1000","18"
"tt6110098","6.4000","62"
"tt6114940","6.2000","799"
"tt6117486","7.6000","5"
"tt6117492","5.8000","78"
"tt6118058","5.3000","171"
"tt6122194","7.9000","37"
"tt6122306","7.3000","47"
"tt6126686","6.7000","16"
"tt6126740","1.1000","20"
"tt6128292","5.7000","272"
"tt6131088","8.6000","5"
"tt6132256","6.8000","5"
"tt6136270","6.0000","26"
"tt6137416","6.6000","11"
"tt6144080","7.0000","9"
"tt6145054","6.9000","11"
"tt6146894","6.1000","31"
"tt6148112","6.5000","6"
"tt6151732","7.4000","54"
"tt6159256","7.2000","6"
"tt6163142","7.3000","52"
"tt6165468","6.1000","10"
"tt6165936","5.4000","171"
"tt6167014","7.5000","1051"
"tt6173826","5.4000","1200"
"tt6181964","7.8000","38"
"tt6183380","6.2000","14"
"tt6186650","6.4000","42"
"tt6195848","5.9000","17"
"tt6205218","8.3000","15"
"tt6205946","5.9000","74"
"tt6206820","5.4000","11"
"tt6207956","6.3000","379"
"tt6211538","4.7000","1157"
"tt6211976","5.4000","1966"
"tt6213368","3.8000","157"
"tt6215210","5.6000","19"
"tt6215368","6.4000","238"
"tt6217512","8.7000","57"
"tt6218760","6.6000","363"
"tt6228672","6.7000","47"
"tt6241244","7.5000","16"
"tt6243822","8.7000","20"
"tt6244826","8.4000","18"
"tt6246086","7.0000","24"
"tt6247708","4.0000","231"
"tt6253350","7.5000","15"
"tt6254630","8.2000","5"
"tt6256546","7.6000","235"
"tt6260318","6.5000","96"
"tt6260504","8.4000","69"
"tt6261146","6.6000","88"
"tt6263642","6.1000","1811"
"tt6264048","7.5000","14"
"tt6280464","8.8000","5"
"tt6282564","4.9000","21"
"tt6285002","5.2000","56"
"tt6286160","3.9000","44"
"tt6303872","5.5000","68"
"tt6304968","7.1000","1280"
"tt6313734","5.2000","40"
"tt6330052","5.9000","1182"
"tt6330072","6.2000","57"
"tt6330246","6.7000","553"
"tt6333078","7.0000","161"
"tt6340500","6.8000","1068"
"tt6348136","6.8000","10"
"tt6366854","8.1000","1214"
"tt6381432","6.1000","39"
"tt6388082","7.3000","1576"
"tt6388316","6.6000","5"
"tt6388844","2.8000","89"
"tt6405744","3.6000","7"
"tt6413364","7.7000","6"
"tt6416304","6.4000","19"
"tt6416766","6.7000","6"
"tt6416858","6.6000","50"
"tt6419364","5.7000","15"
"tt6420830","7.9000","423"
"tt6421120","6.8000","6"
"tt6421658","7.9000","32"
"tt6424270","7.9000","8"
"tt6437830","7.8000","13"
"tt6444140","6.1000","1482"
"tt6445290","7.1000","56"
"tt6450088","3.5000","19"
"tt6464888","7.3000","61"
"tt6469412","6.8000","10"
"tt6469960","5.1000","92"
"tt6486552","6.9000","12"
"tt6489278","7.2000","32"
"tt6490394","6.7000","143"
"tt6490694","5.9000","13"
"tt6498064","7.5000","22"
"tt6503248","7.0000","23"
"tt6510020","7.1000","16"
"tt6510434","7.6000","7"
"tt6513334","7.7000","15"
"tt6514196","6.6000","3380"
"tt6517874","5.9000","386"
"tt6521610","7.1000","110"
"tt6536816","5.0000","22"
"tt6548370","4.2000","119"
"tt6567396","6.3000","395"
"tt6567472","6.6000","104"
"tt6569546","4.3000","424"
"tt6571274","8.0000","46"
"tt6573564","8.3000","9"
"tt6603812","6.7000","402"
