id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
1962	Ridley Scott directs the crime comedy Matchstick Men, based on the novel of the same name by Eric Garcia. Neurotic con man Roy (Nicolas Cage) suffers from several emotional problems, including obsessive-compulsive disorder. He and his partner Frank (Sam Rockwell) swindle people out of money by posing as money collectors who promise things like tax refunds, package vacations, and other fabulous prizes (which they never get). Frank wants to pull a really big job, but Roy is too consumed with fear and panic attacks to join him. Only cigarettes and his trusty illegal prescription drugs seem to keep him going. When Roy finds himself in desperate need of more pills, he is forced to see legitimate psychotherapist Dr. Klein (Bruce Altman). Roy ends up talking about his emotional damage from a troubled marriage and divorce, which results in the discovery of a child whom he has never met. Dr. Klein suggests that he spend a weekend with the kid, so in walks teenaged Angela (played by twentysomething Alison Lohman). Reluctant to develop his role as a father, Roy also gets heavily involved in Frank's ambitious swindle.	PG-13	Comedy|Drama	Ridley Scott	Nicholas Griffin|Ted Griffin	Sep 12, 2003	Jun 1, 2004	$	36,873,198	116 minutes	Warner Bros. Pictures
1963	A formerly remote house and shed used for bloody satanic rituals involving children is now in the middle of a burgeoning Australian suburb. The long-abandoned house is bought by Lynn (Belinda McClory), an unsuspecting American, who moves into it with her teenaged son Danny (Joshua Leonard) and her two small children. It's not long before Danny becomes aware that something is watching them from the woods; and soon after tree roots take on lives of their own and entangle the family members, who, upon escaping, think the attacks are normal for the local plant life. But when the two children begin summoning the demons from Hell in the shed, Danny and Lynn enlist the help of a maniac to stop them from opening a gate to Hades.	R	Horror	Murray Fahey		Dec 31, 2001	Sep 3, 2002			89 minutes	
1965	Because of a misunderstanding on his part, Clifford the Dog thinks his huge appetite threatens his owners' financial well-being--so Clifford and his three canine pals join a traveling carnival. Their goal is to enter a contest that will guarantee Clifford a lifetime supply of his favorite doggy snacks.	G	Animation|Kids and Family	Robert Ramirez	Robert Ramirez|Rhett Reese	Apr 23, 2004	Aug 24, 2004	$	2,782,548	73 minutes	Warner Bros. Pictures
1966	Two rabid Boston B-ball fans go over the edge and kidnap the star player of the Utah Jazz during the NBA playoffs in this goofy sports comedy starring veteran comic actors Dan Aykroyd, Damon Wayans and Daniel Stern. Aykroyd and Stern play the dim-bulbed fans, high school gym teacher Mike O'Hara, whose passion for basketball is destroying his marriage and Jimmy Flaherty, the owner of a plumbing business. Tired of watching the Celtics lose to the Utah Jazz during the playoffs, they go into an upscale bar one night and see Utah's superstar player/tv commercial pitchman Lewis Scott (Wayans). Scott is a class A arrogant hot dogger with a bad attitude (deep down he cares more for money than the sport that made him rich), making him a favorite with fans. Inspiration strikes Flaherty and O'Hara who proceed to cozy up to Scott and get him blind drunk. They too get ripped and the next morning the hung-over duo awaken to a surprise. There in Flaherty's living room sits a bound, gagged and angry Scott, whom they apparently kidnapped the night before. They decide to help their team and not let him go. So begins the bulk of the movie, a verbal, slapstick cat and mouse game between the basketball player and his two bumbling captors.	PG-13	Comedy	Tom DeCerchio|Tom De Cerchio	Judd Apatow|Colin Quinn	Apr 19, 1996	Sep 3, 2002			90 minutes	
1968	This holiday season, acclaimed filmmaker Cameron Crowe (Jerry Maguire, Almost Famous) directs an amazing and true story about a single dad who decides his family needs a fresh start, so he and his two children move to the most unlikely of places: a zoo. With the help of an eclectic staff, and with many misadventures along the way, the family works to return the dilapidated zoo to its former wonder and glory. -- (C) Official Site	PG	Comedy|Drama	Cameron Crowe	Aline Brosh McKenna|Cameron Crowe	Dec 23, 2011	Apr 3, 2012	$	72,700,000	126 minutes	20th Century Fox
1969	Melvin Frank's burlesque amalgam of McCabe and Mrs. Miller and Wagonmaster teams George Segal and Goldie Hawn as Charlie Malloy, a happy-go-lucky card shark, and Amanda Quaid, an ingratiating dance hall hooker, who want to go to Salt Lake City. Pursued by a gang of outlaws, Charlie and Amanda join up with a wagon train of Mormons who are also heading to Salt Lake City.	PG	Action and Adventure|Comedy|Western	Melvin Frank		Apr 1, 1976	Jun 7, 2005			104 minutes	
1970	Les (Corey Haim) is embarrassed when he fails his driving test in this routine teen comedy. His buddies are depending on him to provide the wheels for the weekend, but Les is more interested in his Saturday date with Mercedes (Heather Graham). Les secretly steals his grandfather's immaculate 1972 Cadillac for the adventure. The dream date soon turns into a nightmare when Dean (Corey Feldman) bothers Les with camera flashes and cigar smoke, and his sloppy-drunk date dances on the hood of the car with high heels. The car is towed when he parks illegally, and later the teens are chased by revved-up motorheads who challenge him to a race. Carol Kane and Richard Masur play Les' parents.	PG-13	Comedy	Greg Beeman	Michael Tolkin|Frank Deese|Neil Tolkin	Jul 6, 1988	May 3, 2005			90 minutes	
1971	A soft-spoken wallflower who works in a library during the day proves to be a seductive homicidal maniac at night in this made-for-television thriller.	NR	Drama|Mystery and Suspense	Steven Hilliard Stern						93 minutes	
1972	Stephen Somers wrote and directed this	R	Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy	Stephen Sommers	Stephen Sommers	Jan 30, 1998	Oct 13, 1998			106 minutes	
1973	Agency tackles the question of the efficiency of media manipulation. An unscrupulous advertising agency, in league with equally untrustworthy political campaign manager Robert Mitchum, plants subliminal messages in its TV commercials. Just as Vance Packard warned in the 1950s expose The Hidden Persuaders, these hidden messages persuade the viewers to vote for Mitchum's candidate. Given the potency of the the film's premise, it's disappointing to watch director George Kaczender handle the material (based on a novel by Paul Gottleib) is so cut-and-dried a fashion. But Mitchum is good, as are his costars Valerie Perrine, Lee Majors, Saul Rubinek and Alexandra Stewart.	R	Action and Adventure|Drama|Mystery and Suspense|Science Fiction and Fantasy|Special Interest	George Kaczender	Noel Hynd|Paul Gottlieb	Jan 1, 2004	Aug 2, 2005			94 minutes	
1975	"The year is 1953. A visiting archaeologist called Varun Shrivastav comes to the village of Manikpur in West Bengal to excavate the temple grounds of the local Zamindar. With knowledge and experience beyond his young demeanour, Varun greatly impresses the Zamindar and his family. Especially Pakhi, the Zamindar's feisty and only daughter, who finds herself irrevocably drawn towards him. But Varun isn't all he seems on the surface. And as the simmering attraction between him and Pakhi leads to a tender and deep love, he is forced to choose between her and his past. Making his choice, Varun disappears. Pakhi struggles to move on with her life, determined to forget him and their relationship. Until one day, when he returns under the most extraordinary circumstances. Inspired from O. Henry's ""The Last Leaf"", Lootera is the uplifting story of two lovers. Of heartbreak, betrayal... and ultimate redemption."	NR	Drama|Romance	Vikramaditya Motwane	Vikramaditya Motwane|Bhavani Iyer|Anurag Kashyap	Jul 3, 2013	Jan 12, 2015	$	581,813	142 minutes	
1976	Embrace of the Serpent features the encounter, apparent betrayal and finally life-affirming friendship between an Amazonian shaman (the last survivor of his people) and two foreign scientists.	NR	Action and Adventure|Art House and International	Ciro Guerra	Ciro Guerra|Jacques Toulemonde Vidal	Feb 17, 2016	Jun 21, 2016	$	1,320,005	123 minutes	Buffalo Films
1977	Elvis plays a rock &amp; roll singer who becomes an auto racer in this tuneful adventure. When not singing and driving, he is tangling with oodles of pretty girls.	NR	Classics|Comedy|Musical and Performing Arts	Norman Taurog		Nov 23, 1966	Aug 3, 2004			90 minutes	
1978	This French drama is about older woman Dominique who goes to a nightclub one evening and is attracted to younger bartender Quentin. Cross-dresser Chris approaches her and supplies her with the inside dope on Quentin. Dominique's intrigue for the completely opposite Quentin evolves into a passionate relationship.	R	Art House and International|Drama		Jacques Fieschi	Jun 1, 1998	Dec 7, 1999			102 minutes	
1979	In this taut crime drama, a radio broadcaster hosts a popular murder-mystery show. However, the host himself is actually a deranged killer. After he murders a female staffmember, he thinks he's committed the perfect crime. What he doesn't realize is that the deceased's fianc	G	Classics|Drama|Mystery and Suspense	Michael Curtiz	Ranald MacDougall|Bess Meredyth					103 minutes	
