title,studio,domestic_gross,foreign_gross,year,genre pull,pull from tmdb
Faces Places,Cohen,954000,,2017,,
Tubelight,Yash,930000,,2017,,
Frantz,MBox,881000,,2017,,"[36, 18, 10749]"
BOMBSHELL: The Hedy Lamarr Story,Zeit.,820000,,2017,,[99]
Walk With Me,Gathr,727000,,2017,,[99]
Buena Vista Social Club: Adios,BG,123000,578000,2017,,[99]
Titanic (20th Anniversary),Par.,692000,,2017,,
Lost in Paris,Osci.,692000,,2017,,[35]
Shubh Mangal Saavdhan,Eros,690000,,2017,,
The Midwife,MBox,604000,,2017,,[18]
3 Generations,Wein.,156000,375000,2017,,"[35, 18]"
Fairy Tail: Dragon Cry,FUN,519000,,2017,,
Our President,CJ,507000,,2017,,
Letters from Baghdad,Vita.,360000,143000,2017,,
Breathe (2017),BST,490000,,2017,,
Song to Song,BG,444000,,2017,,"[18, 10402, 10749]"
Tom of Finland,KL,378000,,2017,,
God's Own Country,Orion,336000,,2017,,"[10749, 18]"
The Breadwinner,GK,312000,,2017,,"[16, 18, 10752, 10751]"
A Silent Voice,Elev.,310000,,2017,,"[18, 16, 10749]"
My Life as a Zucchini,GK,310000,,2017,,"[16, 18, 10751]"
Happy End,SPC,302000,,2017,,
After the Storm,FM,272000,,2017,,
Wakefield,IFC,263000,,2017,,[18]
"I, Daniel Blake",IFC,260000,,2017,,[18]
Cezanne et moi,Magn.,258000,,2017,,
The Fortress,CJ,253000,,2017,,
Black Butler: Book of the Atlantic,FUN,248000,,2017,,
The Swindlers,WGUSA,242000,,2017,,
City of Ghosts,IFC,128000,100000,2017,"Documentary,War","[10752, 99]"
The Prison,WGUSA,207000,,2017,,
The Other Side of Hope,Jan.,184000,,2017,,
Marjorie Prime,FR,181000,,2017,,"[18, 878]"
Graduation,IFC,176000,,2017,,[18]
Mr. Gaga: A True Story of Love and Dance,Abr.,174000,,2017,,
In This Corner of the World,FUN,172000,,2017,,"[18, 16]"
David Lynch: The Art Life,Jan.,171000,,2017,,[99]
13 Minutes,SPC,162000,,2017,,"[18, 36]"
The Journey,IFC,155000,,2017,Family,[18]
The Void,Scre.,151000,,2017,,"[9648, 27, 878]"
Blade of the Immortal,Magn.,151000,,2017,,"[28, 18]"
Thelma,Orch.,147000,,2017,,"[10749, 18, 9648]"
BPM (Beats Per Minute),Orch.,125000,,2017,,
Explosion,CL,123000,,2017,,"[28, 53, 9648]"
The King's Choice,Gold.,113000,,2017,,"[28, 18, 10752]"
Slack Bay,KL,113000,,2017,,[35]
Like Crazy (2017),Strand,107000,,2017,,
Fabricated City,CJ,105000,,2017,,
The Lure,Jan.,102000,,2017,,"[27, 14, 10402]"
Score: A Film Music Documentary,Grav.,101000,,2017,,"[10402, 99]"
Munna Michael,Eros,99600,,2017,,
The Mayor,WGUSA,96800,,2017,,"[99, 35, 18]"
The Fencer,CFI,96000,,2017,,
Memoir of a Murderer,WGUSA,91300,,2017,,"[53, 28, 80]"
The King's Case Note,CJ,91000,,2017,,
Warriors of the Dawn,FIP,84500,,2017,,"[10752, 12, 28]"
The Nile Hilton Incident,Strand,81100,,2017,,"[53, 18]"
Pop Aye,KL,78000,,2017,,[18]
I Can Speak,CJ,63200,,2017,,
Tomorrow,UTMW,62500,,2017,,[18]
Worlds Apart,CLS,60300,,2017,,[878]
Extraordinary Mission,Crimson,54200,,2017,,
The Ornithologist,Strand,50500,,2017,,"[12, 18]"
Napping Princess,GK,48200,,2017,,"[14, 12, 16, 18, 878]"
Twenty Two,CL,46800,,2017,,"[36, 99]"
Bluebeard,WGUSA,43100,,2017,,
One Week and a Day,Osci.,41600,,2017,,
The Commune,Magn.,38700,,2017,,
A Woman's Life,KL,37600,,2017,,[18]
Afterimage,FM,33400,,2017,,[]
Alone in Berlin,IFC,33100,,2017,,"[53, 10752, 18]"
The Villainess,WGUSA,27700,,2017,,
The Daughter,KL,26400,,2017,,"[28, 18, 53]"
Moscow Never Sleeps,CAVU,25300,,2017,,
My Scientology Movie,Magn.,22900,,2017,,[99]
Una,EF,22800,,2017,,"[18, 53]"
Bending the Arc,Abr.,21900,,2017,,
The Girl Without Hands,GK,21800,,2017,,
Whisky Galore,Arrow,21000,,2017,,
RV: Resurrected Victims,WGUSA,20400,,2017,,
Better Watch Out,WGUSA,20400,,2017,,"[27, 53]"
Absolutely Anything,ADC,20200,,2017,,"[35, 878]"
Glory (2017),FM,18400,,2017,,
Porto,KL,15100,,2017,,"[10749, 18]"
Brotherhood of Blades 2: The Infernal Battlefield,WGUSA,14200,,2017,,
Abracadabra,Sony,14000,,2017,,
Blind,VE,12500,,2017,,[18]
Felicite,Strand,12400,,2017,,
Dead Awake (2017),FR,11500,,2017,,
The Country Doctor,Distrib.,8500,,2017,,
Overdrive,VE,7800,,2017,,"[53, 28, 9648]"
Suntan,Strand,6600,,2017,,
Trespass Against Us,A24,5700,,2017,,"[18, 80]"
The Ardennes,FM,5600,,2017,,[18]
Oro,Sony,5500,,2017,,
Singularity,VE,4200,,2017,,[]
Emily (2017),Hiber,3600,,2017,,
Max & Leon,Distrib.,500,,2017,,
2:22,Magn.,400,,2017,,"[18, 53, 10749, 878, 9648]"
Avengers: Infinity War,BV,678800000,"1,369.50",2018,"Action,Adventure,Sci-Fi","[12, 28, 14]"
Black Panther,BV,700100000,646900000,2018,"Action,Adventure,Sci-Fi","[28, 16]"
Jurassic World: Fallen Kingdom,Uni.,417700000,891800000,2018,"Action,Adventure,Sci-Fi","[28, 12, 878]"
Incredibles 2,BV,608600000,634200000,2018,"Action,Adventure,Animation","[28, 12, 16, 10751]"
Aquaman,WB,335100000,812700000,2018,"Action,Adventure,Fantasy","[28, 12, 14]"
Bohemian Rhapsody,Fox,216400000,687200000,2018,"Biography,Drama,Music","[18, 10402]"
Venom (2018),Sony,213500000,641500000,2018,,
Mission: Impossible - Fallout,Par.,220200000,571000000,2018,,[28]
Deadpool 2,Fox,318500000,460500000,2018,"Action,Adventure,Comedy","[28, 35, 12]"
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000,494100000,2018,"Adventure,Family,Fantasy",[12]
Ant-Man and the Wasp,BV,216600000,406000000,2018,"Action,Adventure,Comedy","[28, 12, 878, 35]"
Ready Player One,WB,137700000,445200000,2018,"Action,Adventure,Sci-Fi","[12, 878]"
Operation Red Sea,WGUSA,1500000,577700000,2018,,"[28, 53, 10752, 18]"
Detective Chinatown 2,WB,2000000,542100000,2018,,
The Meg,WB,145400000,384800000,2018,"Action,Horror,Sci-Fi","[28, 878, 53, 27]"
Ralph Breaks the Internet,BV,201100000,328100000,2018,,"[10751, 16, 35, 14, 12]"
Hotel Transylvania 3: Summer Vacation,Sony,167500000,361100000,2018,"Adventure,Animation,Comedy","[10751, 14, 35, 16]"
Dr. Seuss' The Grinch (2018),Uni.,270600000,241000000,2018,,
Bumblebee,Par.,127200000,340800000,2018,"Action,Adventure,Sci-Fi","[28, 12, 878]"
A Star is Born (2018),WB,215300000,218900000,2018,,
Rampage (2018),WB (NL),101000000,327000000,2018,,
Mamma Mia! Here We Go Again,Uni.,120600000,274400000,2018,,"[35, 10749]"
Solo: A Star Wars Story,BV,213800000,179200000,2018,"Action,Adventure,Fantasy","[28, 12, 878]"
Spider-Man: Into The Spider-Verse,Sony,190200000,185300000,2018,,"[28, 12, 16, 878, 35]"
Fifty Shades Freed,Uni.,100400000,271500000,2018,"Drama,Romance,Thriller","[18, 10749]"
The Nun,WB (NL),117500000,248100000,2018,,[18]
Monster Hunt 2,LGF,706000,361000000,2018,,"[12, 35, 14]"
Peter Rabbit,Sony,115300000,236000000,2018,"Adventure,Animation,Comedy","[16, 12, 10751]"
Mary Poppins Returns,BV,172000000,177600000,2018,"Comedy,Family,Fantasy","[14, 10751, 35]"
A Quiet Place,Par.,188000000,152900000,2018,Documentary,"[18, 27, 53, 878]"
Green Book,Uni.,85100000,234700000,2018,"Biography,Comedy,Drama","[18, 35]"
Skyscraper,Uni.,68400000,236400000,2018,"Action,Adventure,Thriller",[28]
Ocean's 8,WB,140200000,157500000,2018,,
Pacific Rim Uprising,Uni.,59900000,231100000,2018,,
Maze Runner: The Death Cure,Fox,58000000,230200000,2018,,"[28, 878]"
Tomb Raider,WB,58300000,216400000,2018,"Action,Adventure,Fantasy","[28, 12, 14]"
Halloween (2018),Uni.,159300000,96100000,2018,,
Crazy Rich Asians,WB,174500000,64000000,2018,"Comedy,Romance","[35, 18, 10749]"
Paddington 2,WB,40900000,186400000,2018,,"[12, 35, 10751]"
Smallfoot,WB,83200000,130900000,2018,"Adventure,Animation,Comedy","[16, 10751, 12, 14]"
Creed II,MGM,115700000,98300000,2018,"Drama,Sport",[18]
Disney's Christopher Robin,BV,99200000,98500000,2018,,
The Equalizer 2,Sony,102100000,88300000,2018,"Action,Crime,Thriller","[53, 28, 80]"
The Nutcracker and the Four Realms,BV,54900000,119100000,2018,"Adventure,Family,Fantasy","[14, 12, 10751]"
The Mule,WB,103800000,68700000,2018,"Comedy,Drama","[80, 35]"
Insidious: The Last Key,Uni.,67700000,100100000,2018,"Horror,Mystery,Thriller","[9648, 27, 53]"
The Predator (2018),Fox,51000000,109500000,2018,,
Johnny English Strikes Again,Uni.,4400000,154500000,2018,,[35]
Red Sparrow,Fox,46900000,104700000,2018,"Action,Drama,Thriller","[9648, 53]"
The First Purge,Uni.,69500000,67500000,2018,"Action,Horror,Sci-Fi","[28, 878, 53, 27]"
A Wrinkle in Time,BV,100500000,32200000,2018,"Adventure,Family,Fantasy","[12, 878, 10751, 14]"
The House With A Clock In Its Walls,Uni.,68500000,62900000,2018,,"[14, 10751]"
Instant Family,Par.,67400000,53200000,2018,"Comedy,Drama","[35, 18]"
The Commuter,LGF,36300000,83600000,2018,"Action,Mystery,Thriller","[28, 53]"
Game Night,WB (NL),69200000,48500000,2018,Comedy,"[9648, 35, 80]"
The Monkey King 3,WGUSA,187000,114900000,2018,,"[28, 12, 14]"
First Man,Uni.,44900000,60800000,2018,"Biography,Drama,History","[36, 18]"
Night School (2018),Uni.,77300000,25800000,2018,,
Alpha,Studio 8,35900000,62300000,2018,Crime,[]
A Simple Favor,LGF,53500000,44100000,2018,"Comedy,Crime,Drama","[53, 80, 9648, 35, 18]"
The Favourite,FoxS,34400000,61600000,2018,"Biography,Drama,History","[18, 36, 35]"
Truth or Dare,Uni.,41400000,53900000,2018,"Horror,Romance,Thriller","[27, 53, 9648]"
I Feel Pretty,STX,48800000,45700000,2018,"Comedy,Romance",[35]
Blockers,Uni.,60300000,33700000,2018,Comedy,[35]
Goosebumps 2: Haunted Halloween,Sony,46700000,46600000,2018,"Adventure,Comedy,Family","[12, 35, 14, 10751, 27]"
BlacKkKlansman,Focus,49300000,44000000,2018,"Biography,Crime,Drama","[80, 18]"
Overboard (2018),PNT,50300000,40900000,2018,,
Sherlock Gnomes,Par.,43200000,47100000,2018,"Adventure,Animation,Comedy","[10749, 16, 35, 10751, 14, 9648, 12]"
Robin Hood (2018),LG/S,30800000,54000000,2018,,
Mortal Engines,Uni.,16000000,67700000,2018,"Action,Adventure,Fantasy","[12, 14]"
How Long Will I Love U,WGUSA,747000,82100000,2018,,"[35, 10749, 18, 9648]"
Den of Thieves,STX,44900000,35600000,2018,"Action,Crime,Drama","[28, 53, 80]"
Hereditary,A24,44100000,35300000,2018,"Drama,Horror,Mystery","[27, 9648, 53]"
Tag,WB (NL),54700000,23400000,2018,Drama,[18]
Vice,Annapurna,47800000,28200000,2018,"Action,Adventure,Sci-Fi","[53, 878, 28, 12]"
Widows,Fox,42400000,33600000,2018,"Comedy,Drama","[80, 53]"
Sicario: Day of the Soldado,Sony,50100000,25800000,2018,"Action,Crime,Drama","[28, 80, 18, 53]"
Searching,SGem,26000000,49400000,2018,,[18]
The Spy Who Dumped Me,LGF,33600000,41800000,2018,,"[28, 35]"
Second Act,STX,39300000,33000000,2018,"Comedy,Drama,Romance","[10749, 35]"
Sanju,FIP,7900000,63600000,2018,,
Book Club,Par.,68600000,,2018,Documentary,[35]
12 Strong,WB,45800000,21600000,2018,"Action,Drama,History","[10752, 18, 36, 28]"
"Love, Simon",Fox,40800000,25500000,2018,"Comedy,Drama,Romance","[35, 18, 10749]"
Mile 22,STX,36100000,30200000,2018,"Action,Adventure,Thriller",[28]
Life of the Party,WB (NL),53100000,12800000,2018,"Comedy,Drama",[35]
Isle Of Dogs,FoxS,32000000,32200000,2018,,"[80, 53, 28]"
Adrift,STX,31400000,28500000,2018,Drama,[99]
The 15:17 to Paris,WB,36300000,20800000,2018,"Biography,Drama,Thriller","[18, 36, 53]"
Early Man,LGF,8300000,46400000,2018,"Adventure,Animation,Comedy","[10751, 35, 16, 12]"
Peppermint,STX,35400000,18400000,2018,"Action,Crime,Drama","[53, 28, 18]"
Teen Titans Go! To The Movies,WB,29800000,22300000,2018,,"[16, 28, 35, 878]"
Slender Man,SGem,30600000,21200000,2018,"Horror,Mystery,Thriller","[9648, 53, 27]"
Breaking In (2018),Uni.,46800000,4600000,2018,,
Once Upon a Deadpool,Fox,6100000,44400000,2018,,"[35, 28]"
The Son of Bigfoot,VPD,289000,46800000,2018,,"[16, 35, 10751]"
Uncle Drew,LG/S,42500000,4200000,2018,"Comedy,Sport",[35]
Tyler Perry's Acrimony,LGF,43500000,2900000,2018,,
Mary Queen of Scots,Focus,16500000,29900000,2018,"Biography,Drama,History","[18, 36]"
The Possession of Hannah Grace,SGem,14800000,28200000,2018,"Horror,Mystery,Thriller","[27, 18]"
Overlord,Par.,21700000,20000000,2018,,"[27, 10752, 878]"
The Darkest Minds,Fox,12700000,28400000,2018,"Action,Adventure,Drama","[878, 53]"
Holmes and Watson,Sony,30600000,9900000,2018,,
Show Dogs,Global Road,17900000,21300000,2018,,"[12, 80, 10751, 35]"
On the Basis of Sex,Focus,24600000,13600000,2018,"Biography,Drama","[18, 36]"
Namiya,CL,70800,35300000,2018,,
The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000,20300000,2018,,
The Hate U Give,Fox,29700000,5200000,2018,"Crime,Drama","[80, 18]"
Death Wish (2018),MGM,34000000,,2018,,
Nobody's Fool,Par.,31700000,1800000,2018,,"[35, 18, 10749]"
Bad Times At The El Royale,Fox,17800000,14000000,2018,"Crime,Drama,Mystery","[53, 80, 9648, 18]"
Baaghi 2,FIP,1300000,29900000,2018,,
The Happytime Murders,STX,20700000,6800000,2018,,"[28, 35, 80]"
Midnight Sun,Global Road,9600000,17800000,2018,,"[10751, 12]"
Pad Man,Sony,1700000,25600000,2018,,
Monster Family,VPD,127000,26300000,2018,,
White Boy Rick,Studio 8,24000000,1900000,2018,"Crime,Drama","[80, 18]"
Winchester,LGF,25100000,,2018,"Biography,Drama,Fantasy","[14, 9648, 53, 27]"
The Death of Stalin,IFC,8000000,16600000,2018,,"[35, 36]"
Strangers: Prey at Night,Aviron,24600000,,2018,,
"Paul, Apostle of Christ",Affirm,17600000,5500000,2018,"Adventure,Biography,Drama",[36]
Padmaavat,VPD,11800000,11100000,2018,,
Proud Mary,SGem,20900000,876000,2018,"Action,Crime,Drama","[53, 28, 80]"
Superfly,Sony,20500000,236000,2018,,"[28, 80]"
If Beale Street Could Talk,Annapurna,14900000,5700000,2018,"Drama,Romance","[18, 10749, 80]"
Burn the Stage: The Movie,Trafalgar,4200000,16100000,2018,,
Detective K: Secret of the Living Dead,WGUSA,104000,18500000,2018,,
The Wife,SPC,9600000,8600000,2018,,[18]
Hell Fest,LGF,11100000,7100000,2018,Horror,[27]
Chappaquiddick,ENTMP,17400000,591000,2018,,"[18, 53, 36]"
They Shall Not Grow Old,WB,18000000,,2018,,"[99, 36, 10752]"
Free Solo,NGE,17500000,,2018,,[99]
The Children Act,A24,548000,17000000,2018,,[18]
Beautiful Boy (2018),Amazon,7600000,8700000,2018,,
Hunter Killer,LG/S,15800000,,2018,,"[28, 53]"
Tully (2018),Focus,9400000,6300000,2018,,
Unfriended: Dark Web,BH Tilt,8900000,6300000,2018,"Crime,Horror,Mystery",[27]
Upgrade,BH Tilt,12000000,2400000,2018,"Action,Sci-Fi,Thriller","[28, 53, 878]"
Unsane,BST,7700000,6600000,2018,"Drama,Horror,Mystery","[27, 53]"
The Sisters Brothers,Annapurna,3100000,10000000,2018,"Adventure,Comedy,Crime","[35, 18, 37]"
Welcome to Marwen,Uni.,10800000,2100000,2018,"Biography,Comedy,Drama","[18, 35, 14]"
Hotel Artemis,Global Road,6700000,6000000,2018,"Action,Drama,Sci-Fi","[53, 878, 28]"
Marrowbone,Magn.,1400,12300000,2018,,"[18, 27, 53, 9648]"
102 Not Out,Sony,1300000,10900000,2018,,
Boy Erased,Focus,6800000,5000000,2018,,[18]
Back to Burgundy,MBox,258000,11400000,2018,,
The Bookshop,Greenwich,1600000,9900000,2018,,"[10749, 18]"
The Old Man & the Gun,FoxS,11300000,,2018,,"[35, 80, 18]"
Gringo,STX,5000000,6000000,2018,,"[35, 28, 80]"
Golden Slumber,CJ,94500,10600000,2018,,
Kin,LGF,5700000,4300000,2018,"Drama,Music","[878, 28]"
The Big Bad Fox and Other Tales,GK,35800,9600000,2018,,"[10751, 16]"
Traffik,LGF,9200000,336000,2018,,"[53, 27]"
Can You Ever Forgive Me?,FoxS,8800000,,2018,"Biography,Comedy,Crime","[18, 80]"
7 Days in Entebbe,Focus,3300000,5400000,2018,,"[53, 18, 80]"
Pope Francis - A Man of His Word,Focus,2000000,6600000,2018,,
Condorito: La Pelicula,LGF,448000,8000000,2018,,
Suspiria,Amazon,2500000,5400000,2018,"Fantasy,Horror,Mystery","[27, 14]"
Disobedience,BST,3500000,4400000,2018,,[99]
Qué León (What A Lion),Spanglish,2600000,5200000,2018,,
Life Itself (2018),Amazon,4099999,3700000,2018,,
Beirut,BST,5000000,2500000,2018,,"[28, 53, 18]"
Return of the Hero,Distrib.,37100,7300000,2018,,
Soorma,Sony,390000,6200000,2018,,
The Hurricane Heist,ENTMP,6100000,,2018,"Action,Adventure,Crime","[28, 80, 53]"
Every Day (2018),Orion,6100000,,2018,,
Leave No Trace,BST,6000000,,2018,,[18]
My Hero Academia: Two Heroes,FUN,5800000,,2018,,"[16, 28, 35, 14, 12]"
Destroyer,Annapurna,1500000,4000000,2018,"Action,Crime,Drama","[53, 80, 18, 28]"
Madame,Blue Fox,91000,5300000,2018,,
Colette,BST,5100000,,2018,,"[18, 36]"
Blindspotting,LG/S,4300000,530000,2018,,"[35, 18]"
Cold War (2018),Amazon,4600000,,2018,,
Papillon (2018),BST,2300000,2200000,2018,,
Gotti,VE,4300000,,2018,"Biography,Crime,Drama","[80, 18, 36, 53]"
The Mercy,Scre.,29500,4200000,2018,,"[18, 12]"
Hichki,Yash,330000,3900000,2018,,
Ya Veremos,PNT,4200000,,2018,,"[35, 18]"
Don't Worry He Won't Get Far on Foot,Amazon,1400000,2500000,2018,,
A Private War,Aviron,1600000,2200000,2018,,"[18, 10752]"
Ben is Back,RAtt.,3700000,,2018,,[18]
Bad Samaritan,Electric,3400000,,2018,,[53]
Gauguin: Voyage to Tahiti,Cohen,200000,3100000,2018,,"[18, 10749]"
Shoplifters,Magn.,3300000,,2018,,"[18, 80]"
The Front Runner,Sony,2000000,1200000,2018,,"[18, 36]"
2001: A Space Odyssey (2018 re-release),WB,3200000,,2018,,
Wildlife,IFC,1100000,2000000,2018,,[18]
La Boda de Valentina,PNT,2800000,,2018,,[35]
You Were Never Really Here,Amazon,2500000,,2018,,[53]
Billionaire Boy's Club,VE,1300,2500000,2018,,
The Rider,SPC,2400000,,2018,,"[18, 37]"
Mary and the Witch's Flower,GK,2400000,,2018,,"[14, 12, 16]"
Bilal: A New Breed of Hero,VE,491000,1700000,2018,"Action,Adventure,Animation","[28, 12, 16]"
A Fantastic Woman,SPC,2000000,,2018,,[18]
MET Opera: La Traviata,Fathom,1900000,,2018,,
Capernaum,SPC,1700000,,2018,,[18]
I Still See You,LGF,1400,1500000,2018,,"[53, 14]"
Finding Your Feet,RAtt.,1400000,,2018,,"[35, 18, 10749, 10402]"
Never Look Away,SPC,1300000,,2018,,
Maria by Callas,SPC,1300000,,2018,,[99]
Mandy,RLJ,1200000,,2018,"Drama,Thriller",[18]
Andhadhun,Eros,1200000,,2018,,
Lean on Pete,A24,1200000,,2018,"Adventure,Drama","[18, 12]"
Nothing to Lose (2018),Swen,1000000,,2018,,
Raid (2018),Eros,1000000,,2018,,
The Insult,Cohen,1000000,,2018,,"[18, 80]"
Little Italy,EOne,990000,,2018,,"[35, 10749]"
The Catcher Was a Spy,IFC,725000,229000,2018,,"[18, 10752, 53]"
The Miseducation of Cameron Post,FR,905000,,2018,,[18]
Kedarnath,PackYourBag,901000,,2018,,
Schindler's List (2018 re-release),Uni.,833000,,2018,,
Mirai,GK,813000,,2018,,"[16, 14, 12, 10751]"
Beast,RAtt.,800000,,2018,,"[18, 53, 9648, 80]"
Pokemon the Movie: The Power of Us,Fathom,789000,,2018,,
The Party (2017),RAtt.,750000,,2018,,
Burning,WGUSA,719000,,2018,,"[9648, 18, 53]"
Foxtrot,SPC,619000,,2018,,[18]
The Sound of Music (2018 re-release),Fathom,616000,,2018,,
The Big Lebowski (20th Anniversary),Fathom,583000,,2018,,
Manmarziyaan,Eros,567000,,2018,,
Loveless (2018),SPC,566000,,2018,,
Tommy Wiseau's The Room,Fathom,550000,,2018,,
Fireworks (2018),GK,525000,,2018,,
The Spy Gone North,CJ,501000,,2018,,"[18, 36]"
The Happy Prince,SPC,466000,,2018,,"[35, 18, 36]"
Final Portrait,SPC,462000,,2018,,"[18, 35]"
Bag of Marbles,Gaum.,411000,,2018,,
Vertigo (60th Anniversary),Fathom,394000,,2018,,
Oh Lucy!,FM,375000,,2018,,"[35, 18]"
Mountain,Greenwich,365000,,2018,,[99]
Time Freak,Grindstone,10000,256000,2018,,"[35, 878]"
What They Had,BST,260000,,2018,,[18]
Batti Gul Meter Chalu,Eros,250000,,2018,,
Borg vs. McEnroe,Neon,231000,,2018,,
Matangi/Maya/M.I.A.,Abr.,231000,,2018,,
Mazinger Z: INFINITY,Fathom,221000,,2018,,"[28, 878, 16]"
Fate/Stay Night: Heaven's Feel - I. Presage Flower,Fathom,194000,,2018,,
Summer 1993,Osci.,186000,,2018,,[18]
Maquia: When the Promised Flower Blooms (Subtitled),Elev.,186000,,2018,,
Karwaan,PackYourBag,182000,,2018,,
Last Letter,CL,181000,,2018,,"[10749, 18]"
The Accidental Detective 2: In Action,CJ,179000,,2018,,
The Guardians,MBox,177000,,2018,,"[18, 28, 53, 80]"
Luis & the Aliens,VPD,170000,,2018,,
Double Lover,Cohen,168000,,2018,,
Ghost Stories,IFC,149000,,2018,,"[18, 27]"
Museo,Vita.,149000,,2018,,"[80, 18]"
The Little Mermaid (2018),Conglomerate,147000,,2018,,
The Young Karl Marx,Orch.,126000,,2018,,"[36, 18]"
Becoming Astrid,MBox,120000,,2018,,[18]
Ryuichi Sakamoto: Coda,MUBI,117000,,2018,,
Gonjiam: Haunted Asylum,WGUSA,115000,,2018,,
Take Point,CJ,112000,,2018,,
The Dawn Wall,Orch.,112000,,2018,,"[99, 12]"
The Negotiation,CJ,111000,,2018,,
The Captain,MBox,109000,,2018,,"[10752, 18, 36]"
Mary Shelley,IFC,109000,,2018,,"[18, 10749]"
In Between,FM,108000,,2018,,
Namaste England,Eros,104000,,2018,,
Happy Phirr Bhag Jayegi,Eros,103000,,2018,,
Ismael's Ghosts,Magn.,103000,,2018,,"[18, 10749, 53, 9648]"
Revenge (2018),Neon,102000,,2018,,
Unstoppable (2018),WGUSA,101000,,2018,,
Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200,5200,2018,,
The Third Murder,FM,89300,,2018,,"[18, 9648, 80]"
The House That Jack Built,IFC,88000,,2018,,"[10751, 18, 80]"
Custody,KL,83900,,2018,,[18]
Godard Mon Amour,Cohen,82300,,2018,,"[18, 10749, 35]"
Just a Breath Away,EOne,78000,,2018,,
Mukkabaaz,Eros,75900,,2018,,[18]
Keys to the Heart,CJ,75100,,2018,,
Tehran Taboo,KL,74800,,2018,,
The Last Suit,OutF,73500,,2018,,
"Nico, 1988",Magn.,73300,,2018,,[18]
Antonio Lopez 1970: Sex Fashion & Disco,FM,43200,30000,2018,,
Helicopter Eela,Eros,72000,,2018,,
Under the Tree,Magn.,67600,,2018,,"[18, 35]"
Before We Vanish,Super,52100,,2018,,
I Am Not a Witch,FM,50900,,2018,,[18]
Racer & the Jailbird,Super,46300,,2018,,
Rodin,Cohen,44300,,2018,,
What Will People Say,KL,44200,,2018,,
A Ciambra,IFC,41900,,2018,,
Oolong Courtyard,CL,37700,,2018,,
Girls vs Gangsters,WGUSA,37100,,2018,,
"No Date, No Signature",Distrib.,36400,,2018,,
The Apparition (2018),MBox,28300,,2018,,
The Charmer,FM,26200,,2018,,
Elliot: The Littlest Reindeer,Scre.,24300,,2018,,"[16, 10751, 12]"
