id,release_date,movie,production_budget,domestic_gross,worldwide_gross
62,"Aug 25, 2006",Beerfest,"$17,500,000","$19,185,184","$20,159,316"
63,"Nov 27, 2013",Black Nativity,"$17,500,000","$7,018,188","$7,285,135"
64,"Apr 25, 2003",City of Ghosts,"$17,500,000","$325,491","$325,491"
65,"Dec 31, 2007",Taxi 4,"$17,500,000",$0,"$60,865,364"
66,"Apr 6, 2018",A Quiet Place,"$17,000,000","$188,024,361","$334,522,294"
67,"Aug 10, 2001",The Others,"$17,000,000","$96,522,687","$207,765,056"
68,"Jul 18, 1986",Aliens,"$17,000,000","$85,160,248","$183,316,455"
69,"Aug 13, 2014",Letâs Be Cops,"$17,000,000","$82,390,774","$136,890,774"
70,"Oct 17, 1997",I Know What You Did Last Summer,"$17,000,000","$72,250,091","$125,250,091"
71,"Oct 22, 1964",My Fair Lady,"$17,000,000","$72,000,000","$72,071,636"
72,"Oct 22, 2004",Sideways,"$17,000,000","$71,502,303","$109,793,192"
73,"Nov 15, 2013",The Best Man Holiday,"$17,000,000","$70,525,195","$72,835,710"
74,"Feb 13, 2009",Friday the 13th,"$17,000,000","$65,002,019","$92,670,237"
75,"Sep 28, 2012",Pitch Perfect,"$17,000,000","$65,001,093","$116,044,347"
76,"Aug 5, 1998",Halloween: H2O,"$17,000,000","$55,041,738","$55,041,738"
77,"Apr 5, 2013",Evil Dead,"$17,000,000","$54,239,856","$97,778,356"
78,"Aug 27, 2004",Jet Li's Hero,"$17,000,000","$53,652,140","$177,535,958"
79,"Oct 29, 2010",Saw 3D,"$17,000,000","$45,710,178","$133,735,284"
80,"Feb 20, 2015","McFarland, USA","$17,000,000","$44,480,275","$45,707,924"
81,"Nov 11, 2016",Almost Christmas,"$17,000,000","$42,065,185","$42,493,506"
82,"Mar 10, 2006",The Hills Have Eyes,"$17,000,000","$41,778,863","$70,355,813"
83,"Mar 1, 2002",40 Days and 40 Nights,"$17,000,000","$37,939,782","$95,092,667"
84,"Oct 10, 2003",Good Boy!,"$17,000,000","$37,667,746","$45,312,217"
85,"Jan 26, 2007",Smokin' Aces,"$17,000,000","$35,662,731","$57,263,440"
86,"Oct 2, 1998",A Night at the Roxbury,"$17,000,000","$30,331,165","$30,331,165"
87,"Mar 4, 2011",Beastly,"$17,000,000","$27,865,571","$38,028,230"
88,"Mar 5, 2010",Brooklyn's Finest,"$17,000,000","$27,163,593","$39,233,233"
89,"Jul 9, 1982",Tron,"$17,000,000","$26,918,576","$26,918,576"
90,"Aug 20, 2010",Lottery Ticket,"$17,000,000","$24,719,879","$24,719,879"
91,"Sep 5, 2003",Dickie Roberts: Former Child Star,"$17,000,000","$22,734,486","$23,734,486"
92,"Mar 31, 2006",ATL,"$17,000,000","$21,170,563","$21,170,563"
93,"Aug 24, 2001",Summer Catch,"$17,000,000","$19,693,891","$19,693,891"
94,"Dec 11, 1998",A Simple Plan,"$17,000,000","$16,316,273","$16,316,273"
95,"Mar 24, 2006",Larry the Cable Guy: Health Inspector,"$17,000,000","$15,680,099","$15,680,099"
96,"Nov 27, 2002",Wes Craven Presents: They,"$17,000,000","$12,840,842","$16,140,842"
97,"Oct 1, 1999",The Adventures of Elmo in Grouchland,"$17,000,000","$11,634,458","$11,634,458"
98,"Jul 24, 1987",Superman IV: The Quest for Peace,"$17,000,000","$11,227,824","$11,227,824"
99,"May 29, 1963",55 Days at Peking,"$17,000,000","$10,000,000","$10,000,000"
100,"Jun 5, 2009",My Life in Ruins,"$17,000,000","$8,677,425","$20,477,425"
1,"Apr 21, 2006",American Dreamz,"$17,000,000","$7,314,027","$16,510,971"
2,"Jan 25, 2008",How She Move,"$17,000,000","$7,070,641","$8,607,815"
3,"Feb 24, 2006",Running Scared,"$17,000,000","$6,855,137","$9,729,088"
4,"Aug 24, 2012",The Apparition,"$17,000,000","$4,936,819","$10,637,281"
5,"Apr 30, 2004",Bobby Jones: Stroke of Genius,"$17,000,000","$2,694,071","$2,694,071"
6,"Aug 29, 1986",Shanghai Surprise,"$17,000,000","$2,315,000","$2,315,000"
7,"Dec 25, 2010",L'illusionniste,"$17,000,000","$2,231,474","$8,609,949"
8,"Jan 1, 1981",Roar,"$17,000,000","$2,110,050","$2,110,050"
9,"Oct 17, 2003",Veronica Guerin,"$17,000,000","$1,569,918","$9,438,074"
10,"Jun 10, 2016",Genius,"$17,000,000","$1,361,045","$7,265,283"
11,"Nov 14, 2007",Southland Tales,"$17,000,000","$275,380","$364,607"
12,"Jun 26, 2015",Escobar: Paradise Lost,"$17,000,000","$195,792","$3,917,679"
13,"Sep 26, 2017","Mune, le gardien de la lune","$17,000,000",$0,"$14,534,046"
14,"Jun 23, 2009",Chasseurs de dragons,"$17,000,000",$0,"$13,446,115"
15,"Oct 21, 1977",Damnation Alley,"$17,000,000",$0,$0
16,"Jul 12, 2019",Crawl,"$17,000,000",$0,$0
17,"Mar 11, 2016",The Young Messiah,"$16,800,000","$6,469,813","$7,313,697"
18,"Nov 10, 2006",FUR: An Imaginary Portrait of Diane Arbus,"$16,800,000","$223,202","$2,281,089"
19,"Nov 27, 1991",My Girl,"$16,500,000","$58,011,485","$58,011,485"
20,"Dec 11, 1987",Wall Street,"$16,500,000","$43,848,100","$43,848,100"
21,"Dec 11, 1995",Sense and Sensibility,"$16,500,000","$42,993,774","$134,993,774"
22,"Aug 18, 2006",The Illusionist,"$16,500,000","$39,868,642","$83,792,062"
23,"Aug 3, 2007",Becoming Jane,"$16,500,000","$18,663,911","$39,380,876"
24,"Dec 19, 2003",House of Sand and Fog,"$16,500,000","$13,005,485","$16,157,923"
25,"Sep 21, 2007",Sydney White,"$16,500,000","$11,892,415","$13,636,339"
26,"Dec 31, 2007",Arn - Tempelriddaren,"$16,500,000",$0,"$21,404,122"
27,"Jun 2, 1989",Dead Poets Society,"$16,400,000","$95,860,116","$239,500,000"
28,"Dec 16, 1994",Dumb & Dumber,"$16,000,000","$127,175,374","$246,400,000"
29,"Jul 14, 1989",When Harry Met Sallyâ¦,"$16,000,000","$92,823,546","$92,961,960"
30,"May 19, 2000",Road Trip,"$16,000,000","$68,525,609","$119,739,110"
31,"Dec 8, 1982",The Verdict,"$16,000,000","$53,977,250","$53,977,250"
32,"Jan 15, 1999",Varsity Blues,"$16,000,000","$52,894,169","$54,294,169"
33,"May 25, 2012",Moonrise Kingdom,"$16,000,000","$45,512,466","$68,848,446"
34,"Nov 25, 2011",The Artist,"$16,000,000","$44,667,095","$128,256,712"
35,"Jan 9, 2009",The Unborn,"$16,000,000","$42,670,410","$78,208,812"
36,"Aug 2, 2002",The Master of Disguise,"$16,000,000","$40,363,530","$40,363,530"
37,"Oct 6, 2006",The Texas Chainsaw Massacre: The Beginning,"$16,000,000","$39,517,763","$50,517,763"
38,"Dec 29, 2006",El Laberinto del Fauno,"$16,000,000","$37,634,615","$87,041,569"
39,"Feb 4, 2011",The Roommate,"$16,000,000","$37,300,107","$52,545,707"
40,"Feb 2, 2007",The Messengers,"$16,000,000","$35,374,833","$53,774,833"
41,"Mar 2, 2001",See Spot Run,"$16,000,000","$33,357,476","$43,057,552"
42,"Aug 9, 1991",Double Impact,"$16,000,000","$29,090,445","$29,090,445"
43,"Jun 27, 2001",Baby Boy,"$16,000,000","$28,734,552","$28,734,552"
44,"Apr 11, 2001",Joe Dirt,"$16,000,000","$27,087,695","$30,987,695"
45,"Sep 12, 2008",The Women,"$16,000,000","$26,902,075","$50,103,808"
46,"Apr 20, 2007",Hot Fuzz,"$16,000,000","$23,618,786","$81,742,618"
47,"Aug 15, 2008",Vicky Cristina Barcelona,"$16,000,000","$23,216,709","$104,504,817"
48,"Jun 16, 2000",Boys and Girls,"$16,000,000","$21,799,652","$21,799,652"
49,"Jun 13, 2018",Superfly,"$16,000,000","$20,537,137","$20,723,581"
50,"Nov 18, 1994",LÃ©on,"$16,000,000","$19,284,974","$45,284,974"
51,"Mar 12, 2010",Remember Me,"$16,000,000","$19,068,240","$56,506,120"
52,"Oct 11, 2002",White Oleander,"$16,000,000","$16,357,770","$21,657,770"
53,"Sep 18, 2009",Jennifer's Body,"$16,000,000","$16,204,793","$31,943,401"
54,"Mar 3, 2000",Drowning Mona,"$16,000,000","$15,427,192","$15,980,376"
55,"Jan 30, 1987",Radio Days,"$16,000,000","$14,792,779","$14,792,779"
56,"Jul 18, 2003",How to Deal,"$16,000,000","$14,108,518","$14,108,518"
57,"Oct 3, 2014",Left Behind,"$16,000,000","$14,019,924","$20,769,209"
58,"May 28, 2004",Soul Plane,"$16,000,000","$13,922,211","$14,553,807"
59,"Dec 9, 1988",My Stepmother Is an Alien,"$16,000,000","$13,854,000","$13,854,000"
60,"Jun 29, 2012",People Like Us,"$16,000,000","$12,431,792","$12,617,472"
61,"May 28, 1999",The Thirteenth Floor,"$16,000,000","$11,810,854","$11,810,854"
62,"Sep 3, 2004",The Cookout,"$16,000,000","$11,540,112","$11,540,112"
63,"Oct 19, 1979",Meteor,"$16,000,000","$8,400,000","$8,400,000"
64,"Mar 7, 1986",Highlander,"$16,000,000","$5,900,000","$12,900,000"
65,"Nov 18, 2016",Bleed for This,"$16,000,000","$5,083,906","$6,603,926"
66,"May 3, 2002",Hollywood Ending,"$16,000,000","$4,839,383","$14,839,383"
67,"Sep 15, 2000",Duets,"$16,000,000","$4,734,235","$6,615,452"
68,"Aug 13, 1999",Detroit Rock City,"$16,000,000","$4,217,115","$5,825,314"
69,"Oct 19, 2007",Things We Lost in the Fire,"$16,000,000","$3,287,315","$8,120,148"
70,"Nov 14, 2014",The Homesman,"$16,000,000","$2,429,989","$8,217,571"
71,"Apr 5, 2013",Trance,"$16,000,000","$2,322,593","$22,594,052"
72,"May 16, 2014",The Immigrant,"$16,000,000","$2,013,456","$7,585,011"
73,"Aug 15, 1997",Steel,"$16,000,000","$1,686,429","$1,686,429"
74,"Dec 21, 2005",The White Countess,"$16,000,000","$1,669,971","$2,814,566"
75,"Jul 25, 2008",Bienvenue chez les Ch'tis,"$16,000,000","$1,477,650","$247,474,497"
76,"Oct 1, 2014","Men, Women and Children","$16,000,000","$705,908","$1,685,403"
77,"Sep 24, 2010",Enter the Void,"$16,000,000","$337,997","$1,467,278"
78,"Dec 31, 2008",Good,"$16,000,000","$31,631","$31,631"
79,"Nov 2, 2012",Vamps,"$16,000,000","$3,361","$94,812"
80,"May 11, 2010",Haeundae,"$16,000,000",$0,"$64,733,391"
81,"Mar 9, 2010",Hachiko: A Dog's Story,"$16,000,000",$0,"$47,707,417"
82,"Dec 31, 2013",Zulu,"$16,000,000",$0,"$1,844,228"
83,"Dec 21, 2018",Second Act,"$15,700,000","$39,282,227","$63,288,854"
84,"Jun 21, 2002",Juwanna Mann,"$15,600,000","$13,571,817","$13,771,817"
85,"Jun 8, 2007",La MÃ´me,"$15,500,000","$10,299,782","$88,611,837"
86,"Nov 15, 2002",Ararat,"$15,500,000","$1,693,000","$1,693,000"
87,"Apr 13, 2007",Slow Burn,"$15,500,000","$1,237,615","$1,237,615"
88,"Apr 22, 2005",Madison,"$15,500,000","$517,262","$517,262"
89,"Feb 26, 2010",The Yellow Handkerchief,"$15,500,000","$318,623","$318,623"
90,"Sep 27, 2002",Wasabi,"$15,300,000","$81,525","$7,000,000"
91,"Mar 31, 2006",Slither,"$15,250,000","$7,802,450","$12,930,343"
92,"Nov 16, 1990",Home Alone,"$15,000,000","$285,761,243","$476,684,675"
93,"Dec 5, 1984",Beverly Hills Cop,"$15,000,000","$234,760,478","$316,300,000"
94,"May 16, 1986",Top Gun,"$15,000,000","$179,800,601","$356,799,634"
95,"Dec 17, 1982",Tootsie,"$15,000,000","$177,200,000","$177,200,000"
96,"Nov 25, 1987",3 Men and a Baby,"$15,000,000","$167,780,960","$167,780,960"
97,"Nov 26, 2010",The Kingâs Speech,"$15,000,000","$138,797,449","$430,821,168"
98,"Sep 15, 1999",American Beauty,"$15,000,000","$130,058,047","$356,258,047"
99,"Dec 8, 2000","Crouching Tiger, Hidden Dragon","$15,000,000","$128,067,808","$213,514,672"
100,"Dec 9, 1988",Twins,"$15,000,000","$111,936,388","$216,600,000"
1,"Dec 20, 1996",Scream,"$15,000,000","$103,046,663","$173,046,663"
2,"Aug 11, 2017",Annabelle: Creation,"$15,000,000","$102,092,201","$305,384,865"
3,"Oct 25, 2013",Jackass Presents: Bad Grandpa,"$15,000,000","$102,003,019","$160,903,019"
4,"Jun 28, 1978",Heaven Can Wait,"$15,000,000","$98,800,000","$98,800,000"
5,"Dec 18, 1985",The Color Purple,"$15,000,000","$93,589,701","$93,589,701"
6,"Nov 28, 2014",The Imitation Game,"$15,000,000","$91,125,143","$227,740,463"
7,"Mar 30, 1988",Beetlejuice,"$15,000,000","$73,839,613","$73,887,546"
8,"Nov 18, 1959",Ben-Hur,"$15,000,000","$73,000,000","$73,259,017"
9,"Jan 18, 2013",Mama,"$15,000,000","$71,628,180","$148,095,566"
10,"Oct 10, 1980",Private Benjamin,"$15,000,000","$69,847,348","$69,847,348"
11,"Mar 7, 1980",Coal Miner's Daughter,"$15,000,000","$67,182,787","$67,182,787"
12,"Mar 6, 1987",Lethal Weapon,"$15,000,000","$65,192,350","$120,192,350"
13,"Mar 19, 2010",Diary of a Wimpy Kid,"$15,000,000","$64,003,625","$76,954,311"
14,"Jul 29, 1983",National Lampoonâs Vacation,"$15,000,000","$61,400,000","$61,400,000"
15,"Aug 31, 2007",Halloween,"$15,000,000","$58,269,151","$77,514,401"
16,"Sep 30, 2006",The Queen,"$15,000,000","$56,441,711","$128,885,873"
17,"Oct 12, 2007",Why Did I Get Married?,"$15,000,000","$55,204,525","$55,934,178"
18,"Feb 3, 2012",The Woman in Black,"$15,000,000","$54,333,290","$128,955,898"
19,"Dec 21, 1994",Little Women,"$15,000,000","$50,003,303","$50,003,303"
20,"Jan 1, 1979",The Deer Hunter,"$15,000,000","$50,000,000","$50,009,253"
21,"Aug 10, 2018",BlacKkKlansman,"$15,000,000","$49,275,340","$93,017,335"
22,"Feb 3, 2006",When a Stranger Calls,"$15,000,000","$47,860,214","$67,215,435"
23,"Feb 8, 2002",Big Fat Liar,"$15,000,000","$47,811,275","$52,461,017"
24,"Aug 15, 1997",Cop Land,"$15,000,000","$44,906,632","$63,706,632"
25,"Dec 25, 1997",Wag the Dog,"$15,000,000","$43,057,470","$64,252,038"
26,"Feb 22, 2013",Snitch,"$15,000,000","$42,930,462","$57,907,734"
27,"May 2, 2003",The Lizzie McGuire Movie,"$15,000,000","$42,734,455","$55,534,455"
28,"Dec 4, 2015",Krampus,"$15,000,000","$42,725,475","$61,788,393"
29,"Sep 21, 2012",End of Watch,"$15,000,000","$41,003,371","$57,586,606"
30,"Dec 25, 1998",The Faculty,"$15,000,000","$40,283,321","$40,283,321"
31,"Jun 9, 1993",What's Love Got to Do With It,"$15,000,000","$39,100,956","$39,100,956"
32,"Dec 14, 2001",Not Another Teen Movie,"$15,000,000","$37,882,551","$62,401,343"
33,"Dec 3, 2014",Wild,"$15,000,000","$37,880,356","$52,460,543"
34,"Dec 16, 1962",Lawrence of Arabia,"$15,000,000","$37,495,385","$69,995,385"
35,"Nov 7, 2014",The Theory of Everything,"$15,000,000","$35,893,537","$123,327,692"
36,"Sep 16, 2011",Drive,"$15,000,000","$35,060,689","$81,357,930"
37,"Mar 31, 2000",The Skulls,"$15,000,000","$35,007,180","$35,007,180"
38,"Oct 10, 1966",Hawaii,"$15,000,000","$34,562,222","$34,562,222"
39,"Nov 23, 2018",The Favourite,"$15,000,000","$34,366,783","$94,113,929"
40,"Apr 18, 2003",Malibu's Most Wanted,"$15,000,000","$34,308,901","$34,499,204"
41,"Sep 4, 2009",All About Steve,"$15,000,000","$33,862,903","$40,127,259"
42,"Apr 28, 2000",Where the Heart Is,"$15,000,000","$33,771,174","$40,862,054"
43,"Aug 28, 2009",Halloween 2,"$15,000,000","$33,392,973","$38,512,850"
44,"Mar 13, 2009",The Last House on the Left,"$15,000,000","$32,752,215","$46,526,243"
45,"Feb 18, 2005",Because of Winn-Dixie,"$15,000,000","$32,647,042","$33,508,485"
46,"Feb 4, 2005",The Wedding Date,"$15,000,000","$31,726,995","$47,175,038"
47,"Sep 25, 1987",The Princess Bride,"$15,000,000","$30,857,000","$30,859,628"
48,"Jul 12, 2002",Halloween: Resurrection,"$15,000,000","$30,259,652","$37,659,652"
49,"Dec 25, 2007",The Great Debaters,"$15,000,000","$30,226,144","$30,261,293"
50,"Aug 22, 2014",When the Game Stands Tall,"$15,000,000","$30,127,963","$30,138,912"
51,"Jun 12, 1981",Clash of the Titans,"$15,000,000","$30,000,000","$44,400,000"
52,"Feb 20, 2004",Confessions of a Teenage Drama Queen,"$15,000,000","$29,331,068","$33,118,854"
53,"Apr 17, 1998",The Object of my Affection,"$15,000,000","$29,145,924","$29,145,924"
54,"May 11, 2007",28 Weeks Later,"$15,000,000","$28,638,916","$64,232,714"
55,"Apr 11, 1997",Grosse Pointe Blank,"$15,000,000","$28,084,357","$31,070,412"
56,"Apr 21, 2000",Love and Basketball,"$15,000,000","$27,441,122","$27,709,625"
57,"Sep 8, 2017",Home Again,"$15,000,000","$27,020,284","$37,336,874"
58,"Oct 27, 2000",Book of Shadows: Blair Witch 2,"$15,000,000","$26,421,314","$47,721,314"
59,"Oct 10, 1997",Boogie Nights,"$15,000,000","$26,410,771","$43,111,725"
60,"Jul 23, 2010",Ramona and Beezus,"$15,000,000","$26,167,002","$27,469,621"
61,"Aug 27, 2014",The November Man,"$15,000,000","$25,018,119","$34,820,335"
62,"May 3, 1996",The Craft,"$15,000,000","$24,769,466","$55,669,466"
63,"Dec 28, 2005",Match Point,"$15,000,000","$23,089,926","$87,973,835"
64,"Nov 5, 1993",The Remains of the Day,"$15,000,000","$22,954,968","$63,954,968"
65,"Jan 15, 1993",Nowhere to Run,"$15,000,000","$22,189,039","$52,189,039"
66,"Sep 22, 2000",Urban Legends: Final Cut,"$15,000,000","$21,468,807","$38,574,362"
67,"Mar 29, 2013",The Place Beyond the Pines,"$15,000,000","$21,403,519","$47,011,449"
68,"Oct 20, 2006",Flicka,"$15,000,000","$21,000,147","$21,896,367"
69,"Mar 23, 2007",The Hills Have Eyes II,"$15,000,000","$20,804,166","$37,466,538"
70,"Apr 29, 2016",Keanu,"$15,000,000","$20,591,853","$20,688,141"
71,"Dec 22, 2010",Country Strong,"$15,000,000","$20,218,921","$20,601,987"
72,"Oct 11, 2002",Tuck Everlasting,"$15,000,000","$19,161,999","$19,344,615"
73,"Oct 13, 2006",The Marine,"$15,000,000","$18,844,784","$22,165,608"
74,"Jul 24, 1998",Disturbing Behavior,"$15,000,000","$17,507,368","$19,014,238"
75,"Mar 6, 1998",The Big Lebowski,"$15,000,000","$17,498,804","$46,189,568"
76,"Jul 25, 2014",A Most Wanted Man,"$15,000,000","$17,237,855","$36,068,890"
77,"Jun 26, 2009",The Hurt Locker,"$15,000,000","$17,017,811","$49,894,223"
78,"Jan 28, 2000",Eye of the Beholder,"$15,000,000","$16,500,786","$18,260,865"
79,"Nov 2, 2012",The Man with the Iron Fists,"$15,000,000","$15,634,090","$22,018,988"
80,"May 11, 1984",Firestarter,"$15,000,000","$15,136,870","$15,136,870"
81,"Feb 1, 2019",Miss Bala,"$15,000,000","$14,998,027","$15,362,298"
82,"Nov 30, 2012",Killing Them Softly,"$15,000,000","$14,945,541","$39,238,443"
83,"Apr 20, 2001",Freddy Got Fingered,"$15,000,000","$14,249,005","$14,249,005"
84,"Aug 19, 2011",One Day,"$15,000,000","$13,843,771","$59,168,692"
85,"Jun 25, 2004",De-Lovely,"$15,000,000","$13,337,299","$18,524,496"
86,"Oct 2, 2009",Whip It,"$15,000,000","$13,077,184","$18,889,972"
87,"Jan 11, 2008",The Pirates Who Don't Do Anything: A VeggieTales Movie,"$15,000,000","$12,981,269","$13,248,444"
88,"Jan 23, 2008",U2 3D,"$15,000,000","$12,898,847","$26,170,402"
89,"Sep 1, 2000",Highlander: Endgame,"$15,000,000","$12,801,190","$12,801,190"
90,"Jan 20, 2017",The Founder,"$15,000,000","$12,786,053","$24,403,192"
91,"Aug 25, 2006",Idlewild,"$15,000,000","$12,669,914","$12,669,914"
92,"Apr 25, 2003",Confidence,"$15,000,000","$12,212,417","$12,212,417"
93,"Oct 11, 2002",Knockaround Guys,"$15,000,000","$11,660,180","$12,419,700"
94,"Aug 27, 1999",The Muse,"$15,000,000","$11,614,954","$11,614,954"
95,"Apr 3, 1998",Barney's Great Adventure,"$15,000,000","$11,156,471","$11,156,471"
96,"Mar 1, 1989",New York Stories,"$15,000,000","$10,763,469","$10,763,469"
97,"Nov 25, 1998",Home Fries,"$15,000,000","$10,513,979","$10,513,979"
98,"Mar 24, 2000",Here on Earth,"$15,000,000","$10,494,147","$10,845,127"
99,"Oct 8, 2004",Raise Your Voice,"$15,000,000","$10,411,980","$14,811,980"
100,"Dec 18, 1985",Brazil,"$15,000,000","$9,929,135","$9,932,146"
1,"Apr 23, 1993",The Dark Half,"$15,000,000","$9,579,068","$9,579,068"
2,"Mar 2, 2007",Black Snake Moan,"$15,000,000","$9,396,870","$10,951,153"
3,"Feb 21, 2003",Dark Blue,"$15,000,000","$9,237,470","$12,262,065"
4,"Jun 22, 2007",A Mighty Heart,"$15,000,000","$9,176,787","$19,153,568"
5,"Sep 30, 1983",Brainstorm,"$15,000,000","$8,921,050","$8,921,050"
6,"Sep 23, 2016",Queen of Katwe,"$15,000,000","$8,874,389","$10,055,481"
7,"Mar 24, 2000",Whatever it Takes,"$15,000,000","$8,735,529","$8,735,529"
8,"Mar 21, 2003",Boat Trip,"$15,000,000","$8,586,376","$14,933,713"
9,"May 22, 2002",The Importance of Being Earnest,"$15,000,000","$8,378,141","$8,378,141"
10,"May 21, 1999",The Love Letter,"$15,000,000","$8,322,608","$9,010,980"
11,"May 5, 2006",Hoot,"$15,000,000","$8,117,637","$8,224,998"
12,"Feb 8, 2008",In Bruges,"$15,000,000","$7,800,825","$34,533,783"
13,"Jan 4, 2013",Promised Land,"$15,000,000","$7,597,898","$12,394,562"
14,"Oct 8, 2001",Mulholland Drive,"$15,000,000","$7,219,578","$20,785,973"
15,"Jun 8, 2018",Hotel Artemis,"$15,000,000","$6,708,137","$12,758,799"
16,"Aug 20, 2008",The Rocker,"$15,000,000","$6,409,528","$8,767,338"
17,"Aug 21, 2009",Post Grad,"$15,000,000","$6,382,178","$6,563,402"
18,"Jun 19, 2009",Whatever Works,"$15,000,000","$5,306,706","$35,106,706"
19,"Jul 19, 2000",The In Crowd,"$15,000,000","$5,217,498","$5,217,498"
20,"Dec 14, 2005",Los tres entierros de Melquiades Estrada,"$15,000,000","$5,027,684","$13,454,474"
21,"Sep 24, 1999",Jakob the Liar,"$15,000,000","$4,956,401","$4,956,401"
22,"Sep 28, 2007",Se jie,"$15,000,000","$4,604,982","$65,167,430"
23,"Oct 21, 2005","Kiss Kiss, Bang Bang","$15,000,000","$4,235,837","$16,829,464"
24,"Apr 30, 1999",Idle Hands,"$15,000,000","$4,023,741","$4,023,741"
25,"Oct 30, 2015",Scouts Guide to the Zombie Apocalypse,"$15,000,000","$3,703,046","$15,554,855"
26,"Jan 26, 2007",Blood and Chocolate,"$15,000,000","$3,526,588","$6,551,310"
27,"Sep 22, 2010",You Will Meet a Tall Dark Stranger,"$15,000,000","$3,247,816","$34,247,816"
28,"Oct 23, 2015",Rock the Kasbah,"$15,000,000","$3,020,665","$3,386,153"
29,"Sep 15, 2010",Never Let Me Go,"$15,000,000","$2,434,652","$11,173,718"
30,"Sep 9, 2016",The Disappointments Room,"$15,000,000","$2,423,467","$3,503,761"
31,"Dec 25, 2003",The Company,"$15,000,000","$2,281,585","$3,396,508"
32,"Jul 18, 2008",Transsiberian,"$15,000,000","$2,203,641","$6,379,575"
33,"Oct 22, 1999",Crazy in Alabama,"$15,000,000","$1,954,202","$1,954,202"
34,"Jan 17, 1986",The Clan of the Cave Bear,"$15,000,000","$1,953,732","$1,953,732"
35,"Feb 3, 2017",The Comedian,"$15,000,000","$1,658,706","$1,658,706"
36,"Mar 14, 2008",Funny Games,"$15,000,000","$1,294,640","$8,200,127"
37,"Jun 2, 2006",Banlieue 13,"$15,000,000","$1,200,216","$11,599,903"
38,"Nov 12, 1999",Felicia's Journey,"$15,000,000","$824,295","$1,970,268"
39,"Jan 25, 2002",Metropolis,"$15,000,000","$673,414","$1,405,032"
40,"Oct 16, 2015",CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,"$15,000,000","$632,542","$11,279,884"
41,"Dec 1, 1995",Things to Do in Denver when You're Dead,"$15,000,000","$529,766","$529,766"
42,"Apr 26, 2013",The Reluctant Fundamentalist,"$15,000,000","$528,731","$528,731"
43,"Feb 6, 2004",The Return,"$15,000,000","$501,752","$5,953,886"
44,"Jul 25, 2003",Buffalo Soldiers,"$15,000,000","$353,743","$353,743"
45,"Apr 25, 2003",Steal (Canadian Release),"$15,000,000","$220,944","$220,944"
46,"Aug 27, 2010",Centurion,"$15,000,000","$123,570","$7,885,048"
